"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant_id","condition_name","participant","rt","stimulus","response","phase","trial_number","species_key","human_n","species_n","optionA_label","optionB_label","swap","left_is","right_is","left_label","middle_label","right_label","choice_options","comparison_label","chosen_option","choice_kind","saved_human","saved_animal","human_chosen","task","question_order"
"true","false","[]","[]","[]","preload","0","2.0.0","48","p4961edx5na","p4961edx5na","You","mouse","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2.0.0","2536","p4961edx5na","p4961edx5na","You","mouse","2488","Welcome to the experiment. Press any key to begin."," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","2","2.0.0","3909","p4961edx5na","p4961edx5na","You","mouse","1369","","{""participant_id"":""mouse""}","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","2.0.0","6508","p4961edx5na","p4961edx5na","You","mouse","1596","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","2.0.0","8345","p4961edx5na","p4961edx5na","You","mouse","1836","<p>You will be asked you some moral questions in which you have to make
                choices. These questions can be hard to decide. There is no right or wrong
                answer - choose whatever you personally think is right. Please
                carefully consider each question.</p>
                <p>Press any key to begin.</p>"," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","2.0.0","16715","p4961edx5na","p4961edx5na","You","mouse","8367","
      <p>
        Imagine a situation involving two boats, one with humans and one with animals. Both of these boats are sinking.
        Unfortunately, the species on either of these boats are unable to swim. However, You can
        choose one boat to save. Once You chooses a boat, the people or animals on that boat will
        be safe, but the people or animals on the other boat will not survive.
      </p>

      <div style=""display: flex; justify-content: center; align-items: center; gap: 40px; margin-top: 30px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
        <img src=""stimuli/cant decide.png"" style=""width:150px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
      </div>
    "," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","2.0.0","20598","p4961edx5na","p4961edx5na","You","mouse","3882","On one boat there is <b>10 people</b> and the other boat there is <b>1 pig</b>.
                 Will <b>You</b> save...","2","main_choice","0","pig","10","1","10 people","1 pig","true","B","A","1 pig","Can't decide","10 people","[""1 pig"",""Can't decide"",""10 people""]","10 people vs 1 pig","10 people","human","1","0","1","",""
"","","","","","html-keyboard-response","7","2.0.0","21100","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","8","2.0.0","24264","p4961edx5na","p4961edx5na","You","mouse","3162","On one boat there is <b>100 people</b> and the other boat there is <b>1 cat</b>.
                 Will <b>You</b> save...","2","main_choice","1","cat","100","1","100 people","1 cat","true","B","A","1 cat","Can't decide","100 people","[""1 cat"",""Can't decide"",""100 people""]","100 people vs 1 cat","100 people","human","1","0","1","",""
"","","","","","html-keyboard-response","9","2.0.0","24767","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","10","2.0.0","25898","p4961edx5na","p4961edx5na","You","mouse","1129","On one boat there is <b>10 people</b> and the other boat there is <b>1 dog</b>.
                 Will <b>You</b> save...","2","main_choice","2","dog","10","1","10 people","1 dog","true","B","A","1 dog","Can't decide","10 people","[""1 dog"",""Can't decide"",""10 people""]","10 people vs 1 dog","10 people","human","1","0","1","",""
"","","","","","html-keyboard-response","11","2.0.0","26401","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","12","2.0.0","27874","p4961edx5na","p4961edx5na","You","mouse","1470","On one boat there is <b>1 person</b> and the other boat there is <b>100 bunnies</b>.
                 Will <b>You</b> save...","0","main_choice","3","bunny","1","100","1 person","100 bunnies","false","A","B","1 person","Can't decide","100 bunnies","[""1 person"",""Can't decide"",""100 bunnies""]","1 person vs 100 bunnies","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","13","2.0.0","28376","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","14","2.0.0","29781","p4961edx5na","p4961edx5na","You","mouse","1403","On one boat there is <b>1 person</b> and the other boat there is <b>1 pig</b>.
                 Will <b>You</b> save...","2","main_choice","4","pig","1","1","1 person","1 pig","true","B","A","1 pig","Can't decide","1 person","[""1 pig"",""Can't decide"",""1 person""]","1 person vs 1 pig","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","15","2.0.0","30284","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","16","2.0.0","32107","p4961edx5na","p4961edx5na","You","mouse","1820","On one boat there is <b>10 people</b> and the other boat there is <b>100 cats</b>.
                 Will <b>You</b> save...","0","main_choice","5","cat","10","100","10 people","100 cats","false","A","B","10 people","Can't decide","100 cats","[""10 people"",""Can't decide"",""100 cats""]","10 people vs 100 cats","10 people","human","1","0","1","",""
"","","","","","html-keyboard-response","17","2.0.0","32609","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","18","2.0.0","34601","p4961edx5na","p4961edx5na","You","mouse","1990","On one boat there is <b>1 person</b> and the other boat there is <b>10 cats</b>.
                 Will <b>You</b> save...","2","main_choice","6","cat","1","10","1 person","10 cats","true","B","A","10 cats","Can't decide","1 person","[""10 cats"",""Can't decide"",""1 person""]","1 person vs 10 cats","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","19","2.0.0","35102","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","20","2.0.0","37113","p4961edx5na","p4961edx5na","You","mouse","2010","On one boat there is <b>1 person</b> and the other boat there is <b>100 clams</b>.
                 Will <b>You</b> save...","2","main_choice","7","clam","1","100","1 person","100 clams","true","B","A","100 clams","Can't decide","1 person","[""100 clams"",""Can't decide"",""1 person""]","1 person vs 100 clams","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","21","2.0.0","37615","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","22","2.0.0","39826","p4961edx5na","p4961edx5na","You","mouse","2209","On one boat there is <b>100 people</b> and the other boat there is <b>10 pigs</b>.
                 Will <b>You</b> save...","2","main_choice","8","pig","100","10","100 people","10 pigs","true","B","A","10 pigs","Can't decide","100 people","[""10 pigs"",""Can't decide"",""100 people""]","100 people vs 10 pigs","100 people","human","1","0","1","",""
"","","","","","html-keyboard-response","23","2.0.0","40327","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","24","2.0.0","42160","p4961edx5na","p4961edx5na","You","mouse","1830","On one boat there is <b>100 people</b> and the other boat there is <b>10 clams</b>.
                 Will <b>You</b> save...","2","main_choice","9","clam","100","10","100 people","10 clams","true","B","A","10 clams","Can't decide","100 people","[""10 clams"",""Can't decide"",""100 people""]","100 people vs 10 clams","100 people","human","1","0","1","",""
"","","","","","html-keyboard-response","25","2.0.0","42661","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","26","2.0.0","44914","p4961edx5na","p4961edx5na","You","mouse","2251","On one boat there is <b>100 people</b> and the other boat there is <b>10 bunnies</b>.
                 Will <b>You</b> save...","2","main_choice","10","bunny","100","10","100 people","10 bunnies","true","B","A","10 bunnies","Can't decide","100 people","[""10 bunnies"",""Can't decide"",""100 people""]","100 people vs 10 bunnies","100 people","human","1","0","1","",""
"","","","","","html-keyboard-response","27","2.0.0","45415","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","28","2.0.0","47981","p4961edx5na","p4961edx5na","You","mouse","2564","On one boat there is <b>1 person</b> and the other boat there is <b>10 bunnies</b>.
                 Will <b>You</b> save...","0","main_choice","11","bunny","1","10","1 person","10 bunnies","false","A","B","1 person","Can't decide","10 bunnies","[""1 person"",""Can't decide"",""10 bunnies""]","1 person vs 10 bunnies","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","29","2.0.0","48483","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","30","2.0.0","50947","p4961edx5na","p4961edx5na","You","mouse","2462","On one boat there is <b>10 people</b> and the other boat there is <b>1 pigeon</b>.
                 Will <b>You</b> save...","0","main_choice","12","pigeon","10","1","10 people","1 pigeon","false","A","B","10 people","Can't decide","1 pigeon","[""10 people"",""Can't decide"",""1 pigeon""]","10 people vs 1 pigeon","10 people","human","1","0","1","",""
"","","","","","html-keyboard-response","31","2.0.0","51448","p4961edx5na","p4961edx5na","You","mouse","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
